Index,True Label,Predicted Label,sentence,word_index
3408,1,0,He is even re-opening the already opened Eastern Harbour tunnel and subway crossing .,6
3466,1,0,"When the Prince and Princess of Wales quite rightly scrapped their tour of the mainland , they had the opportunity to make a contrasting point in Hong Kong .",23
3485,0,1,"It did not help at all that upon arrival yesterday the royal couple instantly touched base in that comforting symbol of past British power , the Hong Kong and Shanghai Bank .",3
3489,0,1,"It did not help at all that upon arrival yesterday the royal couple instantly touched base in that comforting symbol of past British power , the Hong Kong and Shanghai Bank .",12
3493,0,1,"It did not help at all that upon arrival yesterday the royal couple instantly touched base in that comforting symbol of past British power , the Hong Kong and Shanghai Bank .",18
3494,1,0,"It did not help at all that upon arrival yesterday the royal couple instantly touched base in that comforting symbol of past British power , the Hong Kong and Shanghai Bank .",19
3502,1,0,If there is a failure of imagination to use the royal visit creatively it will also be a failure of nerve .,4
3504,0,1,If there is a failure of imagination to use the royal visit creatively it will also be a failure of nerve .,8
3509,1,0,If there is a failure of imagination to use the royal visit creatively it will also be a failure of nerve .,18
3510,0,1,If there is a failure of imagination to use the royal visit creatively it will also be a failure of nerve .,20
3513,1,0,Britain still can not decide when to play the mandarinate game of silence with the Chinese and when to break the rules ( as Beijing does all the time . ),4
3515,0,1,Britain still can not decide when to play the mandarinate game of silence with the Chinese and when to break the rules ( as Beijing does all the time . ),9
3527,1,0,"The ideal tactics should be a mixture of both , but only if a clear message can be communicated to the Hong Kong people that someone is standing up for them somewhere .",15
3528,1,0,"The ideal tactics should be a mixture of both , but only if a clear message can be communicated to the Hong Kong people that someone is standing up for them somewhere .",18
3542,0,1,Instead the latest developments in Sino-British relations have left them even more confused than before .,12
3574,1,0,"In a tone of meek appeasement , the letter draws attention to the arrest by Hong Kong police of anti-China demonstrators outside the agency 's National Day reception .",4
3575,1,0,"In a tone of meek appeasement , the letter draws attention to the arrest by Hong Kong police of anti-China demonstrators outside the agency 's National Day reception .",5
3588,0,1,"In a tone of meek appeasement , the letter draws attention to the arrest by Hong Kong police of anti-China demonstrators outside the agency 's National Day reception .",27
3590,1,0,It also reminds Beijing that permission has been refused for local protesters to erect a replica Statue of Democracy on a permanent site .,2
3602,0,1,It ends by assuring Beijing that the Hong Kong Government will have ‘ a prudent regard for the special circumstances of Hong Kong and the interests and concerns of the Chinese Government . ’,1
3603,1,0,It ends by assuring Beijing that the Hong Kong Government will have ‘ a prudent regard for the special circumstances of Hong Kong and the interests and concerns of the Chinese Government . ’,3
3608,1,0,It ends by assuring Beijing that the Hong Kong Government will have ‘ a prudent regard for the special circumstances of Hong Kong and the interests and concerns of the Chinese Government . ’,14
3637,1,0,"So do the Chinese press statements asserting that Hong Kong is ‘ entirely a business between China and Britain ’ and should not be discussed , formally or informally , at any international forum .",14
3658,1,0,"The only two Hong Kong legislators who consistently dare to speak out , Mr Martin Lee and Mr Szeto Wah , have been threatened with expulsion from the committee now drafting China 's post-1997 Basic Law .",25
3669,0,1,Our latest Foreign Secretary has yet to publicly pick up the file marked Hong Kong .,8
3693,0,1,The US sets its compass on two trading oceans Notebook .,7
3721,1,0,"But were it not for the perceived economic might of a more unified Economic Community , the dozen or so nations of the Pacific Rim , who have been meeting in Australia , might not have bothered .",29
3723,1,0,"But were it not for the perceived economic might of a more unified Economic Community , the dozen or so nations of the Pacific Rim , who have been meeting in Australia , might not have bothered .",36
3731,0,1,"The first , albeit tenative , steps towards forming a new Pacific-based economic union display an astute awareness of the way events are moving within Europe : movements with which Number 10 has yet to come to grips .",13
3733,1,0,"The first , albeit tenative , steps towards forming a new Pacific-based economic union display an astute awareness of the way events are moving within Europe : movements with which Number 10 has yet to come to grips .",16
3764,0,1,"Not so long ago it seemed as if the world was to divide into three main trading blocks : the EC based around the West German economy ; a Northern American block based around the US-Canadian free trade area , and a Pacific unit incorporating the Asian tigers with Japan and the yen at the centre .",38
3767,0,1,"Not so long ago it seemed as if the world was to divide into three main trading blocks : the EC based around the West German economy ; a Northern American block based around the US-Canadian free trade area , and a Pacific unit incorporating the Asian tigers with Japan and the yen at the centre .",44
3773,0,1,"But the Metternich-like skills of the US Secretary of State , Mr James Baker , are ensuring that America maintains a strong stake in each forum .",2
3777,1,0,"But the Metternich-like skills of the US Secretary of State , Mr James Baker , are ensuring that America maintains a strong stake in each forum .",9
3791,1,0,It firstly boldly asked for a seat at the top table at the European Community : a suggestion rudely rebuffed .,9
3794,1,0,It firstly boldly asked for a seat at the top table at the European Community : a suggestion rudely rebuffed .,14
3796,1,0,It firstly boldly asked for a seat at the top table at the European Community : a suggestion rudely rebuffed .,18
3797,0,1,It firstly boldly asked for a seat at the top table at the European Community : a suggestion rudely rebuffed .,19
3805,0,1,"The US has talked of a genuine North American free trade zone incorporating the US , Canada and Mexico which would have the best of all worlds with high-technology skills and a cheap labour force south of the Rio Grande .",11
3806,0,1,"The US has talked of a genuine North American free trade zone incorporating the US , Canada and Mexico which would have the best of all worlds with high-technology skills and a cheap labour force south of the Rio Grande .",12
3812,1,0,"The US has talked of a genuine North American free trade zone incorporating the US , Canada and Mexico which would have the best of all worlds with high-technology skills and a cheap labour force south of the Rio Grande .",28
3816,0,1,"The US has talked of a genuine North American free trade zone incorporating the US , Canada and Mexico which would have the best of all worlds with high-technology skills and a cheap labour force south of the Rio Grande .",34
3824,1,0,It has turned up in Canberra with Japan to develop Asia Pacific Economic Co-operation ( APEC ) and a new 12-nation organisation which will mimic the role of the Organisation for Economic Co-operation and Development in Europe .,2
3835,1,0,It has turned up in Canberra with Japan to develop Asia Pacific Economic Co-operation ( APEC ) and a new 12-nation organisation which will mimic the role of the Organisation for Economic Co-operation and Development in Europe .,24
3836,1,0,It has turned up in Canberra with Japan to develop Asia Pacific Economic Co-operation ( APEC ) and a new 12-nation organisation which will mimic the role of the Organisation for Economic Co-operation and Development in Europe .,26
3844,1,0,"Preliminary steps taken to conduct studies on trade , technology and investment flows in the region may seem insignificant .",2
3845,1,0,"Preliminary steps taken to conduct studies on trade , technology and investment flows in the region may seem insignificant .",4
3856,1,0,But Mr Baker plainly views it as otherwise .,3
3862,0,1,He noted that the Canberra meeting ‘ is the start of something which could grow into a very significant development not only for the region but for the global economy . ’,9
3871,1,0,"If the more economically puny ASEAN countries ( Indonesia , Malaysia , Singapore , Brunei , Thailand and the Philippines ) were to bury their reservations , then the high growth from other partners , including such tigers as Thailand and South Korea alongside the more mature economies of Japan and Australia , could mean a dynamic coalition .",4
3884,1,0,"If the more economically puny ASEAN countries ( Indonesia , Malaysia , Singapore , Brunei , Thailand and the Philippines ) were to bury their reservations , then the high growth from other partners , including such tigers as Thailand and South Korea alongside the more mature economies of Japan and Australia , could mean a dynamic coalition .",33
3894,0,1,"If the more economically puny ASEAN countries ( Indonesia , Malaysia , Singapore , Brunei , Thailand and the Philippines ) were to bury their reservations , then the high growth from other partners , including such tigers as Thailand and South Korea alongside the more mature economies of Japan and Australia , could mean a dynamic coalition .",54
3899,1,0,It would then be up to the US and Canada to decide whether they want to face towards the Atlantic or Pacific — or be caught between two great trading oceans .,11
3906,0,1,It would then be up to the US and Canada to decide whether they want to face towards the Atlantic or Pacific — or be caught between two great trading oceans .,29
3910,1,0,THE QUESTION of just who would even want to be a partner with the US was underlined last night as the American Administration headed for default for the first time in its history .,1
3913,1,0,THE QUESTION of just who would even want to be a partner with the US was underlined last night as the American Administration headed for default for the first time in its history .,11
3926,0,1,Congress was frantically trying to complete a bill raising the federal debt ceiling in time for President Bush to sign today .,2
3927,1,0,Congress was frantically trying to complete a bill raising the federal debt ceiling in time for President Bush to sign today .,3
3947,0,1,Leaders on Capitol Hill virtually put all other business on hold as it sought to hammer out a debt ceiling increase .,15
3955,0,1,"The Treasury Secretary Nicholas Brady , a level headed figure , warned that the imbroglio may lead to higher interest costs for the taxpayer .",7
3956,0,1,"The Treasury Secretary Nicholas Brady , a level headed figure , warned that the imbroglio may lead to higher interest costs for the taxpayer .",8
3970,0,1,What should have been a routine exercise in extending the Government 's borrowing power to $3.1 thousand billion became bogged down in wrangling over legislative initiatives lawmakers wanted to attach to the bill .,13
3981,1,0,"As a result of the stalemate , the Treasury has been forced to postpone $40billion in debt auctions this week .",5
3984,0,1,"As a result of the stalemate , the Treasury has been forced to postpone $40billion in debt auctions this week .",13
3988,0,1,Lack of congressional action also forced the Treasury to suspend new sales of US savings bonds and of special securities for state and local governments .,0
3990,0,1,Lack of congressional action also forced the Treasury to suspend new sales of US savings bonds and of special securities for state and local governments .,3
3999,1,0,Lack of congressional action also forced the Treasury to suspend new sales of US savings bonds and of special securities for state and local governments .,15
4002,1,0,Lack of congressional action also forced the Treasury to suspend new sales of US savings bonds and of special securities for state and local governments .,21
4040,1,0,Otherwise Congress would have to face the consequences of automatic across-the-board cuts under the Gramm-Rudman-Hollings budget deficit reduction law .,9
4041,0,1,Otherwise Congress would have to face the consequences of automatic across-the-board cuts under the Gramm-Rudman-Hollings budget deficit reduction law .,10
4063,1,0,NO LONGER can the Government disguise the crisis surrounding electricity privatisation .,7
4071,1,0,Ministers have already had to pull Britain 's fleet of Magnox reactors out of the float and delay the sell-off date by up to six months .,8
4074,1,0,Ministers have already had to pull Britain 's fleet of Magnox reactors out of the float and delay the sell-off date by up to six months .,15
4081,0,1,But it has now become clear that further drastic amendments are needed to flotation plans .,8
4084,1,0,But it has now become clear that further drastic amendments are needed to flotation plans .,13
4089,1,0,"After months of turning deaf ears to warnings by the City and industry , the Department of Energy has at last conceded that nuclear plant can not be included in the share float without state support .",5
4098,1,0,"After months of turning deaf ears to warnings by the City and industry , the Department of Energy has at last conceded that nuclear plant can not be included in the share float without state support .",24
4121,0,1,"This leaves the Energy Secretary , Mr John Wakeham , with two options : he can either agree to underwrite any cost escalations in nuclear handling costs after privatisation , or he can swallow his pride , and pull all nuclear plant out of the impending sale .",35
4131,0,1,"Whatever the outcome , the Government 's willingness to continue pushing through the float during this Parliament shows how ministers are prepared to put political expediency before the interests of the industry .",10
4132,1,0,"Whatever the outcome , the Government 's willingness to continue pushing through the float during this Parliament shows how ministers are prepared to put political expediency before the interests of the industry .",13
4140,0,1,"Whatever the outcome , the Government 's willingness to continue pushing through the float during this Parliament shows how ministers are prepared to put political expediency before the interests of the industry .",28
4148,1,0,For the nuclear element in electricity privatisation is the coping stone on which the flotation plans are based .,14
4152,1,0,National Power was given 70 per cent of the CEGB 's generating capacity in order to give it an economic mix of power .,1
4164,1,0,"The other 30 per cent is to be operated by PowerGen , the other CEGB successor company .",8
4167,1,0,"The other 30 per cent is to be operated by PowerGen , the other CEGB successor company .",15
4182,0,1,Electricity privatisation needs to go back to the drawing board .,2
4192,0,1,"At the very least , the CEGB should be divided into a wider range of generating companies to stimulate competition .",15
4209,0,1,Luxury life awaits private jail inmates,0
4229,1,0,"DUVETS , phonecards , hot showers and video films will greet inmates at Britain 's first privately-run prison when it opens on Monday .",20
4241,0,1,"The Wolds , a remand centre at Brough , North Humberside , is far removed from the insanitary conditions which prevail at many jails .",20
4278,1,0,"Nail clippers , combs , toothpaste and toothbrushes , razors and washbags are neatly laid out on tables in the cells to await the arrival of inmates , many of whom will not be carrying such items because they may not have expected to be remanded in custody .",22
4295,1,0,"‘ The cells are luxurious compared to some of the things we put up with in the Army , ’ said one staff member during a Press tour of the jail .",23
4306,1,0,The prison has a medical block with 24 beds and a gym with equipment that staff said would be the envy of many council leisure centres .,16
4307,1,0,The prison has a medical block with 24 beds and a gym with equipment that staff said would be the envy of many council leisure centres .,20
4312,0,1,"Group 4 Remand Services Ltd , the security firm selected by the Home Office to manage The Wolds in a £5 million-a-year contract , likes to think of its prisoners as customers .",0
4331,1,0,"‘ It may seem a little odd for prison staff to be looking at their prisoners as customers , but they are the direct consumers of our service , ’ explained Mr Stephen Twinn , prison director , who spent 23 years in the public sector at various grades of prison governor .",6
4336,1,0,"‘ It may seem a little odd for prison staff to be looking at their prisoners as customers , but they are the direct consumers of our service , ’ explained Mr Stephen Twinn , prison director , who spent 23 years in the public sector at various grades of prison governor .",17
4351,0,1,"‘ It may seem a little odd for prison staff to be looking at their prisoners as customers , but they are the direct consumers of our service , ’ explained Mr Stephen Twinn , prison director , who spent 23 years in the public sector at various grades of prison governor .",48
4388,1,0,The disposal of toxic wastes is one of the most intractable problems facing industrialised societies .,10
4390,1,0,The disposal of toxic wastes is one of the most intractable problems facing industrialised societies .,12
4395,1,0,"Even though some of the most dangerous and persistent toxins , including polychlorinated biphenyls , PCBs , are no longer manufactured , quantities of them still exist , and must be got rid of .",8
4406,1,0,"Even though some of the most dangerous and persistent toxins , including polychlorinated biphenyls , PCBs , are no longer manufactured , quantities of them still exist , and must be got rid of .",31
4412,1,0,"On this page , Nick Roe visits a plant which , despite strenuous public relations efforts , has failed to convince its neighbours that it has come clean .",8
4418,1,0,"On this page , Nick Roe visits a plant which , despite strenuous public relations efforts , has failed to convince its neighbours that it has come clean .",20
4444,1,0,"And Richard North looks at current provisions for the destruction of PCBs , and at the history of British involvement in a rather uncomfortable growth industry The security guard at the entrance to one of Britain 's mightiest hazardous waste disposal plants pressed a button and the gate opened .",41
4457,0,1,Then he pressed another knob and a big toy doll in his office window dropped its trousers .,16
4462,1,0,"Yet this was Rechem International 's high-temperature incineration plant at Pontypool in Gwent , South Wales .",6
4464,1,0,"Yet this was Rechem International 's high-temperature incineration plant at Pontypool in Gwent , South Wales .",8
4470,0,1,"Hardly a laughing matter , surely ?",2
4473,0,1,"Beyond the barrier lay some of the most toxic chemicals known , awaiting destruction by fire .",2
4478,1,0,"Beyond the barrier lay some of the most toxic chemicals known , awaiting destruction by fire .",12
4496,1,0,"Plus a backdrop of houses covering the valley walls on either side , a reminder that wherever industrialised societies decide to deal with their most intractable problems , they are unlikely to find a place to do so which is not in somebody 's back yard .",2
4498,1,0,"Plus a backdrop of houses covering the valley walls on either side , a reminder that wherever industrialised societies decide to deal with their most intractable problems , they are unlikely to find a place to do so which is not in somebody 's back yard .",5
4500,1,0,"Plus a backdrop of houses covering the valley walls on either side , a reminder that wherever industrialised societies decide to deal with their most intractable problems , they are unlikely to find a place to do so which is not in somebody 's back yard .",8
4507,1,0,"Plus a backdrop of houses covering the valley walls on either side , a reminder that wherever industrialised societies decide to deal with their most intractable problems , they are unlikely to find a place to do so which is not in somebody 's back yard .",25
4513,1,0,"Plus a backdrop of houses covering the valley walls on either side , a reminder that wherever industrialised societies decide to deal with their most intractable problems , they are unlikely to find a place to do so which is not in somebody 's back yard .",44
4514,1,0,"Plus a backdrop of houses covering the valley walls on either side , a reminder that wherever industrialised societies decide to deal with their most intractable problems , they are unlikely to find a place to do so which is not in somebody 's back yard .",45
4516,1,0,"Britain grinds out almost five million tonnes of hazardous waste each year , of which about 63,000 tonnes are so difficult to store or treat that they are burnt at high temperatures here in Gwent or at one of three other centres : Ellesmere Port ; Fawley , near Southampton ; and the unfortunately named Killamarsh , near Sheffield .",1
4527,1,0,"Britain grinds out almost five million tonnes of hazardous waste each year , of which about 63,000 tonnes are so difficult to store or treat that they are burnt at high temperatures here in Gwent or at one of three other centres : Ellesmere Port ; Fawley , near Southampton ; and the unfortunately named Killamarsh , near Sheffield .",30
4530,1,0,"Britain grinds out almost five million tonnes of hazardous waste each year , of which about 63,000 tonnes are so difficult to store or treat that they are burnt at high temperatures here in Gwent or at one of three other centres : Ellesmere Port ; Fawley , near Southampton ; and the unfortunately named Killamarsh , near Sheffield .",41
4561,1,0,"In these environmentally conscious times , this is an uncomfortable growth industry .",3
4564,0,1,"In these environmentally conscious times , this is an uncomfortable growth industry .",10
4569,0,1,"Liverpool dockers recently turned back parts of a 1,500-tonne consignment of Canadian PCBs ( polychlorinated biphenyls ) bound for this plant in Gwent .",3
4570,0,1,"Liverpool dockers recently turned back parts of a 1,500-tonne consignment of Canadian PCBs ( polychlorinated biphenyls ) bound for this plant in Gwent .",4
4578,1,0,"Liverpool dockers recently turned back parts of a 1,500-tonne consignment of Canadian PCBs ( polychlorinated biphenyls ) bound for this plant in Gwent .",20
4580,1,0,"In doing so , they underlined a fact which is likely to attract more and more attention as tankers continue to shift toxins from town to town , country to country : the waste chain is long .",5
4587,0,1,"In doing so , they underlined a fact which is likely to attract more and more attention as tankers continue to shift toxins from town to town , country to country : the waste chain is long .",21
4596,0,1,"It snakes in and out of ports , along our busiest highways and through our most crowded cities .",1
4598,1,0,"It snakes in and out of ports , along our busiest highways and through our most crowded cities .",10
4608,1,0,Anxieties which are currently felt most acutely by those living near destruction plants themselves may not always remain so localised .,12
4610,0,1,Anxieties which are currently felt most acutely by those living near destruction plants themselves may not always remain so localised .,17
4644,0,1,"Rechem has responded with a rather desperate open-door policy aimed at soothing fears , and more recently by issuing about a dozen writs against the fiercest critics .",7
4650,0,1,"Rechem has responded with a rather desperate open-door policy aimed at soothing fears , and more recently by issuing about a dozen writs against the fiercest critics .",18
4660,1,0,"‘ We are an aggressive company , ’ admitted David Wheeler , operations director at this plant and at Rechem 's other incinerator , at Fawley .",12
4662,1,0,"‘ We are an aggressive company , ’ admitted David Wheeler , operations director at this plant and at Rechem 's other incinerator , at Fawley .",16
4674,0,1,"For a place so hated , the Pontypool plant looks innocuous inside , like a cross between an oil refinery and a crematorium .",18
4675,0,1,"For a place so hated , the Pontypool plant looks innocuous inside , like a cross between an oil refinery and a crematorium .",19
4676,0,1,"For a place so hated , the Pontypool plant looks innocuous inside , like a cross between an oil refinery and a crematorium .",22
4684,1,0,"Mr Wheeler , an engineer who worked for many years in the oil business , is a pleasant , slightly worried-looking man who can not bear the fact that no one seems to realise just what lengths he goes to in order to keep the plant squeaky clean and emission-free .",13
4698,1,0,"Mr Wheeler , an engineer who worked for many years in the oil business , is a pleasant , slightly worried-looking man who can not bear the fact that no one seems to realise just what lengths he goes to in order to keep the plant squeaky clean and emission-free .",45
4701,1,0,"Mr Wheeler , an engineer who worked for many years in the oil business , is a pleasant , slightly worried-looking man who can not bear the fact that no one seems to realise just what lengths he goes to in order to keep the plant squeaky clean and emission-free .",49
4704,1,0,"In hard hats and protective glasses , we walked past the huge ‘ fume cupboard ’ where the most noxious barrels are opened , and arrived at the vast , closed mouth of the furnace itself .",4
4722,0,1,"There was a fault on the computer governing the plant , said Mr Wheeler , and the fire had automatically shut down .",7
4729,1,0,"There was a fault on the computer governing the plant , said Mr Wheeler , and the fire had automatically shut down .",20
4731,1,0,"These pipes stretching thinly in a bridge across the service road injected a mix of chemicals into the walls of the furnace itself ; did I know that fuel was only used in the start-up process , after which the chemicals themselves provided the fire ?",2
4733,1,0,"These pipes stretching thinly in a bridge across the service road injected a mix of chemicals into the walls of the furnace itself ; did I know that fuel was only used in the start-up process , after which the chemicals themselves provided the fire ?",6
4737,0,1,"These pipes stretching thinly in a bridge across the service road injected a mix of chemicals into the walls of the furnace itself ; did I know that fuel was only used in the start-up process , after which the chemicals themselves provided the fire ?",13
4784,0,1,A lot of my friends are pleased that the company is doing the job they are doing .,13
4789,1,0,You could n't hope to convert them . ’,5
4818,0,1,And since they 've refused repeatedly to have a public inquiry into what is going on there we 're not certain of the safety of what 's coming out .,23
4841,1,0,Piles of ruddy-brown ash lay heaped on the floor .,4
4849,0,1,Heat shone out .,1
4854,1,0,"In here , they burn about 30,000 tonnes of chemicals a year , a quarter originating outside Britain .",14
4859,1,0,The waste arrives at the rate of up to seven tanker-loads every day — that is seven lorries passing thousands of doorsteps .,5
4867,1,0,"Right here , in this gaping mouth , lies the end of the chain .",5
4868,1,0,"Right here , in this gaping mouth , lies the end of the chain .",6
4869,1,0,"Right here , in this gaping mouth , lies the end of the chain .",8
4870,1,0,"Right here , in this gaping mouth , lies the end of the chain .",10
4871,1,0,"Right here , in this gaping mouth , lies the end of the chain .",13
4886,1,0,"The wastes include lindane , DDT , out-of-date drugs , carcinogenic chemicals , old cigars and even pornography ( a different kind of pollution ) .",23
4897,0,1,"PCBs are so difficult to destroy , that Rechem 's emission-monitoring systems are geared to detecting them on the grounds that if you destroy PCBs you destroy everything .",13
4913,1,0,"‘ We are not in the business of polluting the environment , ’ Mr Wheeler insisted .",6
4924,1,0,"Environmental organisations , however , put the emphasis elsewhere .",5
4925,1,0,"Environmental organisations , however , put the emphasis elsewhere .",7
4926,1,0,"Environmental organisations , however , put the emphasis elsewhere .",8
4938,0,1,"‘ The crux of our argument is that we do n't need to have toxic wastes and the fact that plants like Rechem exist , providing easy options for companies , is acting as a disincentive for companies to clean up . ’",2
4944,1,0,"‘ The crux of our argument is that we do n't need to have toxic wastes and the fact that plants like Rechem exist , providing easy options for companies , is acting as a disincentive for companies to clean up . ’",20
4954,1,0,"‘ The crux of our argument is that we do n't need to have toxic wastes and the fact that plants like Rechem exist , providing easy options for companies , is acting as a disincentive for companies to clean up . ’",39
4967,1,0,"No one could therefore call for the closure of incineration plants at a stroke , because noxious chemicals have to go somewhere .",4
4970,1,0,"No one could therefore call for the closure of incineration plants at a stroke , because noxious chemicals have to go somewhere .",10
4971,1,0,"No one could therefore call for the closure of incineration plants at a stroke , because noxious chemicals have to go somewhere .",13
4974,1,0,"No one could therefore call for the closure of incineration plants at a stroke , because noxious chemicals have to go somewhere .",20
4983,1,0,So a part of the argument switches to the kind of incinerators you allow while industry is forced to clean itself up .,17
4984,1,0,So a part of the argument switches to the kind of incinerators you allow while industry is forced to clean itself up .,19
4997,1,0,"Mr Wheeler , now moving to the rear of the plant to show off the £2m smoke-cleaning section , which had just broken down , pointed out that his company achieved destruction of at least 99.9999 per cent of all materials .",17
5008,0,1,"The company 's figures imply that when you have burnt 99.9999 per cent of a 30,000-tonne annual throughput , a figure of 0.03 of a tonne remains .",4
5017,1,0,"In 1986 , according to Friends of the Earth , a survey of the homes clustered on the surrounding hills found that three-quarters of 800 residents were opposed to the Rechem plant .",5
5019,1,0,"In 1986 , according to Friends of the Earth , a survey of the homes clustered on the surrounding hills found that three-quarters of 800 residents were opposed to the Rechem plant .",11
5051,1,0,"Stack emissions of PCBs were below the American standard for breathing air - 1,000 times lower than the British equivalent .",0
5055,1,0,"Stack emissions of PCBs were below the American standard for breathing air - 1,000 times lower than the British equivalent .",8
5059,1,0,"Stack emissions of PCBs were below the American standard for breathing air - 1,000 times lower than the British equivalent .",15
5066,1,0,Regular soil and grass tests showed no difference between PCB contamination in the immediate area and elsewhere in Wales — though there are no established ‘ safe ’ levels for these .,5
5076,1,0,Regular soil and grass tests showed no difference between PCB contamination in the immediate area and elsewhere in Wales — though there are no established ‘ safe ’ levels for these .,28
5078,1,0,Five air-monitoring plants had been installed ( he took me to see them ) .,2
5085,0,1,"And here were drums of chemicals , each labelled , each with a job number to check against sampling .",13
5087,0,1,"And here were drums of chemicals , each labelled , each with a job number to check against sampling .",16
5094,1,0,"In 1987 , aluminium melted in the furnace , reacted with water and exploded , sending a black cloud over nearby houses .",9
5116,1,0,"They , too , reacted with water , and a plant operator was burned by a cloud of acid gas .",10
5119,1,0,"They , too , reacted with water , and a plant operator was burned by a cloud of acid gas .",16
5171,1,0,"In a large , prefabricated shed we wandered past stacks of 45-gallon drums of PCBs , two drums high , about 10 deep ; and there were contaminated transformers waiting to be cut up and roasted in the flames .",32
5172,1,0,"In a large , prefabricated shed we wandered past stacks of 45-gallon drums of PCBs , two drums high , about 10 deep ; and there were contaminated transformers waiting to be cut up and roasted in the flames .",35
5194,0,1,There was no difference between the liquid in these drums and the liquid in the cargoes they refused to touch .,17
5203,0,1,"In Liverpool , a dockers ' spokesman with the Transport and General Workers Union admitted : ‘ Drivers are n't happy handling some of these commodities , but at least a lorry-driver has more idea of what he is handling than a docker , who could have a consignment and just not know what it is . ’",14
5211,0,1,"In Liverpool , a dockers ' spokesman with the Transport and General Workers Union admitted : ‘ Drivers are n't happy handling some of these commodities , but at least a lorry-driver has more idea of what he is handling than a docker , who could have a consignment and just not know what it is . ’",39
5219,0,1,"Yet he did not oppose all toxic waste movement ( after all , the same union represents workers at Rechem itself ) ; he simply did n't like the idea that big industrial nations like Canada could dump their dirty problems on this country and his members .",8
5221,0,1,"Yet he did not oppose all toxic waste movement ( after all , the same union represents workers at Rechem itself ) ; he simply did n't like the idea that big industrial nations like Canada could dump their dirty problems on this country and his members .",16
5243,1,0,"Driving away , I noticed that the vast chimney was still not functioning , but when I called at a neighbouring house a woman showed me videos she had taken of smoke coming from the plant , settling in her garden .",17
5252,1,0,"Driving away , I noticed that the vast chimney was still not functioning , but when I called at a neighbouring house a woman showed me videos she had taken of smoke coming from the plant , settling in her garden .",35
5277,0,1,"Certainly , Mr Wheeler convinced me that his company was going to huge lengths to keep itself clean .",17
5278,1,0,"‘ We must run it safely in the short term and long term , ’ he said , ‘ because if people are able to demonstrate that we are causing an environment problem we will be shut down . ’",3
5280,1,0,"‘ We must run it safely in the short term and long term , ’ he said , ‘ because if people are able to demonstrate that we are causing an environment problem we will be shut down . ’",8
5282,1,0,"‘ We must run it safely in the short term and long term , ’ he said , ‘ because if people are able to demonstrate that we are causing an environment problem we will be shut down . ’",11
5291,1,0,"‘ We must run it safely in the short term and long term , ’ he said , ‘ because if people are able to demonstrate that we are causing an environment problem we will be shut down . ’",36
5294,1,0,In April 1985 a tanker spilled 200 litres of PCBs over the main Trans-Canada Highway on the border between Ontario and Manitoba .,5
5303,1,0,A section of the road was shut for a week and motorists were warned to clean their cars and to dispose of the rags in plastic bags .,1
5316,1,0,Way of the World : Farming notes,3
5325,0,1,MANY will take it as a further surrender to Common Market bureaucracy that an inspectorate will soon be established to regulate the smell of farm manure .,10
5364,1,0,"It mostly seems to involve producing food for animals to eat , whose excrement is then collected to assist the growth of more food for animals .",4
5375,1,0,"Small children can sometimes be persuaded to eat cow cake in the same way that old people will eat cat food , but the chief result of all this farming was to produce huge food mountains which we could then refuse to give to the Third World , or to the socialists of Eastern Europe , in order to teach them the error of their ways .",0
5381,1,0,"Small children can sometimes be persuaded to eat cow cake in the same way that old people will eat cat food , but the chief result of all this farming was to produce huge food mountains which we could then refuse to give to the Third World , or to the socialists of Eastern Europe , in order to teach them the error of their ways .",9
5398,1,0,"Small children can sometimes be persuaded to eat cow cake in the same way that old people will eat cat food , but the chief result of all this farming was to produce huge food mountains which we could then refuse to give to the Third World , or to the socialists of Eastern Europe , in order to teach them the error of their ways .",46
5407,1,0,"However , there is a new plan to turn land over to wind farming .",5
5413,1,0,It involves nothing more than putting up 80-foot masts all over the land .,1
5416,1,0,It involves nothing more than putting up 80-foot masts all over the land .,8
5424,0,1,"A 1,500-acre grouse moor will generate enough electricity in this way to power a town of 6,000 people .",12
5437,0,1,All the food we need will be provided by monster underground funguses producing a regular crop of mushrooms without human assistance .,9
5441,1,0,All the food we need will be provided by monster underground funguses producing a regular crop of mushrooms without human assistance .,14
5446,1,0,"The masts may seem unsightly to those unused to them , but I am sure it is simply a matter of getting accustomed .",1
5461,1,0,"Nowadays , we all swoon with pleasure at the sight of a cow .",4
5466,0,1,"MUSICALS / Bows of Holly : Mark Steyn reviews London 's latest musical biography , Buddy , at The Victoria Palace",2
5483,0,1,"THE TEXANS drawl ‘ Y'all ’ , blacks go ‘ Yo ’ , Hispanics leer ‘ Hey , ameeeeeeeego ! ’ .",8
5492,0,1,"And towering above these stage cliches is , of course , the driven genius whose music can not be stemmed by the forces of reaction .",12
5505,0,1,"No matter ; only the accents change — and the pants : here , the squares wear slacks , the good guys blue-jeans .",5
5508,1,0,"No matter ; only the accents change — and the pants : here , the squares wear slacks , the good guys blue-jeans .",15
5509,0,1,"No matter ; only the accents change — and the pants : here , the squares wear slacks , the good guys blue-jeans .",16
5516,0,1,"Warned not to sing rock'n'roll on a c&w station , Buddy Holly insists , ‘ I got ta play ma music . ’",8
5541,0,1,"‘ We got ta take our music more serious , ’ he tells the Crickets , who remain unconvinced .",8
5546,0,1,"‘ You got money , you got fame , ’ he pleads , ‘ what you want to booze for ? ’",2
